,Name,Title,Body,Stars
683,amanda,Love,I got them to hand out to the kids of parents I don't like for Halloween once this slime dries its never really all coming off I would recommend I buy them all the time for this,5.0
684,Lacey,best slime,"I really appreciate the slime the most because it didn’t stick to my furniture. I don’t know how they did it but it’s the best slime we’ve ever had in our house. Also, it’s really cute colors very futuristic.",5.0
685,Amazon Customer,Haha packaging not labeled,"Decent quality slime but these ones don’t come labeled either, once they’re out the box they’re apparently easily confused for bouncy balls. Smashed casing and upset kids for sure",5.0
686,April,Pretty decent but…,..as I’ve noticed from other reviews one of slime balls was defected. They didn’t really have much stretch either.,3.0
687,Stacey Burns,Some almost dried out,Got this and some of the slime is almost dried out!But I’m not complaining because I throw a lot of slime away! Perfect little doses of slime for younger kids,3.0
688,Mark,Kids loved it!,These were perfect for birthday favor bags and Halloween treats! Great value.,5.0
689,Kristen Williams,Not a fav.,4 out of the pack had separated and were not usable.,3.0
690,eric,Great for kids gift bags,Small for kid's gift bags. Not sticky and easy to clean after.  Looks nice in container however it turns brown once they play with it.,5.0
691,Malaine,Galaxy,Kids love the slime. The colors were lit,5.0
692,Claudiyve,Disappointing but salvagable,"The media could not be loaded.




 I was super disappointed by this slime. It has like no stretch to it. Like as soon as I opened it and tried it the slime broke to pieces in my hand. After a few rubs it softens but still has no real stretch to it so of course it's easy to clean. I was disappointed as planned to use them as stocking stuffers for my nephews. I was able to save it however by getting a Mason jar and putting water in it and leaving three if them in the jar over night. In the morning it was much more slime like. It still breaks apart but has a lot more stretch though also a bit sticky but not too much and still easy to clean.",2.0
693,jbrown46,Wish I had read the reviews,"I ordered these without looking at the reviews super closely, which is my mistake. Our package arrived intact, but out of 24, two are completely liquid and not slime at all. I needed all 24, so now I’m stuck trying to find two replacements. That said, the slime seems perfect for our Star Wars party bags but I can’t comment on the actual slime yet as we haven’t opened any of them.",3.0
694,Nina,Not the stretchy kind,"If you want the kind that can stretch and be folded back together, this is not it. It’s got a jello consistency and doesn’t last for more than a 10 min play time. One of the little containers was extremely watery.",3.0
695,Amazon Customer,Not very stretchy.,"My order arrived in tact with all of the slime balls. They look beautiful! There are 18 galaxy slimes and 6 single color slimes with plastic fruits and beads in them. Super cute!However, I opened one up to try it and the quality of the slime is rather low. I was not impressed. It doesn't stretch very far, instead it just kind of breaks. If you warm it up a bit it stretched a bit more but you have to do it very slowly. The colors also mixed together really quickly.On the bright side, it doesn't seem to stick to anything so it's pretty easy to clean up.Overall, I don't think I would buy these again.",3.0
696,Dree21,Really small but cute favors,I didn’t expect for them toBe so small otherwise they are very cute just really  tiny but I suppose that’s why they are so small because they are only favors,4.0
697,Amazon Customer,Super Tiny,"Super tiny containers, not what I expected.",3.0
698,bettina calzada,Cute,Great quality,5.0
699,Bmore corgis,Good party favor.,"Bought these as party favors and had some left over that my kids glooped all together. Good consistency slime, no scent.",5.0
700,Ikeyla Janee’,"This is NOT sticky, Mom approved!",Gave these out as party favors for my son's 7th birthday ONLY because they were stretchy and beautiful and did NOT stick to my hands or my table. Highly recommend.,5.0
701,Wendy N.,"Super fun, value for money","Took them to my job, nurse on ortho neuro floor. All the employees, and some patients loved them. Great stress reliever but they are difficult to get out  of fabric. Just have to be careful",5.0
702,Pam,Great for Easter Baskets Party Favors Stockings,"Great item that can be used in so many ways! Easter egg hunts, Easter Baskets, Party Favors, and Christmas stockings! Great price on a a lot. Kids love slime.",5.0
703,Sunny,a little smaller than expected,It was used for a grab bag gift,3.0
704,Rebekah,melted,it came with more than half of the slimes melted,3.0
705,Linda Halbert,Stretching abilities,"The media could not be loaded.




 I did like the colors but it clumps instead of stretching",5.0
706,Queen,party favors,i used these as fillers in the goody bags for my daughters birthday. They did help filler the bags and my daughter loved them. I had extras to keep at home for my other kids. I love the value a lot of party favors dont come with 25+. its always 12 or 10 or 20. I always want to avoid having to buy 2 of an item and just use 2 or 3 from the pack. I was glad this came with more than enough,5.0
707,Younglady,"Very Sticky, no easy to clean!!","I bought this for Christmas for my grandson, however I was very disappointed, did not like at all. When we were opening the balls, it was not easy, and the slime was very sticky, had to be very careful to not stick at other things.",3.0
708,KH,This slime was a perfect addition to my daughters kindergarten Valentine’s Day goodie bags!,"The slime was very pretty and kept its galaxy look even after played with.It wasn’t super stretchy but it was jiggly.It didn’t stick to anything,And is the perfect amount for a classroom exchange/goodie bag gift.",5.0
709,Danielle ,Good deal,"This is definitely worth the price for as many slimes as you get and they all came nice and securely packaged so it wasn't a slime cover mess when I opened the box which I was pleasantly surprised about. I bought these to use in goodie bags for my kids birthday party and I'm sure it will be a hit, especially with the galaxy colors. Overall I would recommend for at home play, goodie bags, or even a fun classroom treat.",5.0
710,Amazon Customer,Perfect for a kids' birthday party!,Perfect for a kids' birthday party!,5.0
711,Amy Keating,Slime? Nope. Soup!,"The media could not be loaded.




 SEVERAL of the small jars inside the box were totally liquified and not slime at all.  Very disappointing as I had ordered these for my class and now do not have enough to give one to each student :(",2.0
712,Sam,You have to work them to get the consistency correct.,"I got these for my classroom. I am picky about the slime we bring in... as so much of it sticks to the clothing.This was fun... they loved it... until we opened the balls and they just smashed it into tiny pieces of disappointment. I was sad...But then I just kept mindlessly playing with it and realized you have to really work the stuff together to make it malleable. The colors of course mix together more... which is probably why it's not as processed as it should be, to keep the colors clearer.Anyway, just in case anyone else had that issue.",4.0
713,MLJ ,Some were stretchy and some weren’t,Packaged in the product box. It was pretty small but perfect as party favors. Some of them were stretchy and some were really dry. I’d still prefer them over sticky messy slimes.,3.0
714,LnASmom,Great party favors!,This was a big hit as party favors for ages 5-13 really! Big kids love slime for some reason and are still amused with it and little kids can’t get enough of the stuff. I’m not a big fan of the container because if it breaks the slime willDry up. As a parent I am thrilled with this slime as it doesn’t get stuck on the couch or on walls like other types of slime does!,5.0
715,Brooke B.,Finally a slime that doesn't stick to everything,"Love the texture of this slime. It doesn't stick to your hands or other objects. Purchased these for toddler gift bags and they were a huge hit! Came perfectly packaged and all were very colorful. If the slime comes apart after handling for awhile, just stick it back in the container and it will congeal again after 10 minutes. The colors will eventually run together making a purple/grayish color after playing with it about a dozen times, but that is expected. My toddler still finds it fun to play with.",5.0
716,Jessica,"Not slime, just water like liquid.","The media could not be loaded.




 I purchased this to use as party favors for my son's birthday, but after opening the package I discovered half of the slime containers were just liquid. They had the consistency of water and were completely unusable. I'm not sure if this was a bad batch, or something else happened, but I didn't have enough good ones for all party guests and would not recommend to other buyers.",2.0
717,Alyssa Jade,perfect for a party,this was the perfect party favor for my daughters birthday party!,5.0
718,queenie,Kids love this,Great party favor for a wide range of ages 3-13,5.0
719,Kindle Customer,not slime,This product is not the slime that I was expecting.  It feels like jello and breaks apart into pieces.  my daughter didn't like and neither did I.  It's not worth the price and I would not recommend this product to anyone.,3.0
720,Stezig,"Kids enjoyed, container a little small though","Bought these to stick in kids gift boxes for a birthday party. The containers were a little smaller than I imaged they'd be, but the kids enjoyed them and thats what matters!",4.0
721,Amber Rogers,Very watery,Product was very small and watery.,2.0
722,elsie,Great fun for the littles,"I am using this as part of my daughters birthday goodie bags to her friends. I love the small individual containers. Perfect for what I need. The colors are amazing, very cool to look at and touch. One negative thing i just say is when I pulled the slime apart just playing with it, small peices started clinging to my hands. And everywhere else. Washed right off though. Will be a hit at her birthday im sure.",4.0
723,Alaina Masterson,Great party favor !,"Such an awesome party favor! The little slime balls also had little ducks, pearls and cute things inside the slime! Totally worth it! My son was very happy!",5.0
724,Maile,"Not really slime, but kids liked it!","This product is not very slime like, but the kids still liked it. It’s more like a squishy moldable play gel. If you try to stretch it, it breaks apart rather than stretch. Overall, nice product. The colors are super cool. But if your looking for good slime, this is not the stuff.",4.0
725,DS,Party goody,I had a kids outdoor movie night. This was put in the goody bags. I just thought they were a little bigger. Other than that they were a good buy,4.0
726,Teddie Melson,Little slime,It is a Galaxy looking slime that does not get mixed up.  But maintained its colors.,5.0
727,Tinker Belle,Love it,Perfect party favor,5.0
728,Sue,Not bad minus strong smell,"There were a hit as party favors. There is a strong, overwhelming anatomy lab, embalming smell. Being in science I am somewhat used to it, but if you are not into strong chemical smells this might not be the product for you.",4.0
729,Amazon Customer,Galaxy Slime Balls,"Got these as party favors for my daughters 3rd bday party unicorn theme and they came in a box wrapped individually and the varieties was awesome! They were perfect fit with the other party favors and the kids LOVED IT!!! The only reason why I didn't give 5 stars is cuz it is messy and hard to get out of hair, carpet which happened! UGH but honestly is there a slime that isn't messy??? HAHA great though!",4.0
730,Ashley C,Adults loved them,"Gave these to my coworkers for the holidays.  They become unusable very quickly when played with consistently.  We got 2-3 days of continuous use.  Do not leave sticky residue on hands or surface.  It was worth it.  We all enjoyed them.  Only complaint was how quickly they ""died"" and the odd smell",4.0
731,Daniela Anet,Meh,"They’re what’s advertised except that the slime was old and close to being completely dry.  The slime was not stretchy and slimy like slime is supposed to be. However, my daughter is only three so she didn’t really care, all she does with slime is mix and squish and use it like pretend food and these were good enough for her. But there would have been a lot of disappointed kids had I used this as party treats",3.0
732,Becky,Awesome Product!  Highly recommend!,Excellent product!!!!!!!  My son gave these out in his party bags at school.  Item was boxed nicely and each slime was sealed which was even better for the schools rules with covid!  My kids loved playing with the slime!  Colors were beautiful!!  I will definitely order this product for additional parties etc!,5.0
733,Amazon Customer,Not slime,"The media could not be loaded.




 If I could give negative stars I would.  It’s not slime at all, it’s more of a play-dough consistency. It tears apart instead of stretching like slime. Extremely disappointed with this purchase.",1.0
734,Akaisaru7,Small cups,"The cups are really small, but for the price, worth it for party favors.",4.0
735,Oscar Arias,Poor quality,I received slime that was drying out and not stretchy at all. The liquid was leaking out of some of the plastic balls. Would not buy again.,1.0
736,Jess S.,Love the clear slime but hate the ball container,"The media could not be loaded.




 There were 6 clear slime balls in the set, and surprisingly my daughter likes the clear ones more than Galaxy balls. They are so cute to have little figures and fruits confetti inside. My daughter spent quite a long time playing with them. However, I found the clear slime is more watery or liquid than regular ones, so very easy to get sticky on hands. And the ball container is the weak part. It's made of cheap plastic and super easy to get cracked. Once the container got cracked, the slime became dry quickly.",3.0
